sentence,group,step,stl_formula,label,cosine_sim,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,filtered,cpg2216(t) > c(low) and ifn(t) < c(mid),1,0.658134,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,filtered,cpg2216(t) > c(low) and ifn(t) < c(mid),1,0.658134,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,filtered,cpg2216(t) < c(mid) and ifn(t) > c(low),1,0.654729,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,consolidated,cpg2216(t) > c(low) implies ifn(t) > c(low),1,0.643752,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,consolidated,cpg2216(t) > c(low),1,0.491291,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,consolidated,cpg2216(t) < c(mid),1,0.461403,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,consolidated,ifn(t) < c(mid),1,0.393265,,
"In parallel, stimulation with CpG 2216 also resulted in lower, but clearly detectable, amounts of IFNs.",2,consolidated,ifn(t) > c(low),1,0.428367,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) = c(low),,0.63089,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) = c(low),,0.63089,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) = c(low),,0.63089,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,raw,il1α(t) < c(low),,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,filtered,il1α(t) < c(low),1,0.674816,,
Circulating IL-1α also was not detected (fig. S9F).,2,consolidated,il1α(t) < c(low),1,0.674816,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(high) and ccr2(t) > c(high) and monocytes(t) < c(low),,0.621462,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,d_ccl2(t) > d_c(low) and d_ccr2(t) > d_c(low) and monocytes(t) < c(low),,0.582866,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) and monocytes(t) < c(low),,0.63461,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) and monocytes(t) < c(low),,0.63461,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t)=c(high) and ccr2(t)=c(high) implies monocytes(t)<c(low),,0.632048,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(high) and ccr2(t) > c(high) implies monocytes(t) < c(low),,0.633774,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,d_ccl2(t) > d_c(low) and d_ccr2(t) > d_c(low) and monocytes(t) < c(low),,0.582866,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(high) and ccr2(t) > c(high) implies monocytes(t) < c(low),,0.633774,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccr2(t) = c(high) and ccl2(t) = c(high) implies monocytes(t) < c(low),,0.638418,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t)=c(high) and ccr2(t)=c(high) implies monocytes(t)<c(low),,0.632048,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(high) and ccr2(t) > c(high) implies monocytes(t) < c(low),,0.633774,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,d_ccl2(t) > d_c(low) and d_ccr2(t) > d_c(low) implies monocytes(t) < c(low),,0.564025,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,raw,"globally[0,inf](ccl2(t) > c(mid) and ccr2(t) < c(low))",,0.369096,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,filtered,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),1,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,filtered,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),1,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,filtered,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),1,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,filtered,ccl2(t) > c(mid) and ccr2(t) > c(mid) implies monocytes(t) < c(low),1,0.644458,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,consolidated,ccl2(t) > c(mid),1,0.355878,,
"Monocyte chemotactic factor chemokine(C-C motif) ligand 2 (CCL2) was increased in the blood of infected patients as well as the transcripts of its receptor CCR2; this was associated with low counts of circulating inflammatory monocytes (Fig. 4I), suggesting a role for the CCL2/CCR2 axis in the monocyte chemo-attraction into the inflamed lungs.",0,consolidated,ccr2(t) > c(mid) implies monocytes(t) < c(low),1,0.639753,,
"Then, in the mild group of patients, IP-10 levels declined from week 2 and returned back to normal on week 4.",1,raw,"globally[14,28](d_ip10(t) < 0) and ip10(t) = c(mid)",,0.630458,,
"Then, in the mild group of patients, IP-10 levels declined from week 2 and returned back to normal on week 4.",1,raw,"globally[14,28](d_ip10(t) < 0) and eventually[28,28](ip10(t) = c(mid))",,0.607998,,
"Then, in the mild group of patients, IP-10 levels declined from week 2 and returned back to normal on week 4.",1,raw,"eventually[14,28](d_ip10(t) < -d_c(low)) and globally[28,inf](ip10(t) = c(mid))",,0.585528,,
"Then, in the mild group of patients, IP-10 levels declined from week 2 and returned back to normal on week 4.",1,raw,"globally[14,28](d_ip10(t) < 0) and eventually[28,28](ip10(t) = c(low))",,0.610132,,
"Then, in the mild group of patients, IP-10 levels declined from week 2 and returned back to normal on week 4.",1,raw,"globally[14,28](d_ip10(t) < -d_c(low)) and ip10(t)=c(mid)",,0.606863,,
